Figure: small_5
File Number: 60
Nodes: 36
Edges: 580
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 26
Runtime: 0.06

Generation,Average Fitness,Best Fitness
0,31.866666666666667,8
1,27.76,8
2,24.826666666666668,4
3,23.013333333333332,4
4,21.333333333333332,4
5,19.573333333333334,4
6,18.88,4
7,17.706666666666667,0
