Figure: large_3
File Number: 17
Nodes: 300
Edges: 22472
Max Generations: 1000
Population Size: 100
Mutation Rate: 0.01
Colors Used: 160
Runtime: 33.51

Generation,Average Fitness,Best Fitness
0,141.7,111
1,137.05,111
2,135.11,97
3,131.43,97
4,128.93,97
5,127.07,97
6,126.41,97
7,125.97,97
8,123.43,97
9,123.07,96
10,119.25,95
11,118.08,95
12,117.0,95
13,113.3,92
14,110.37,89
15,107.46,87
16,105.08,85
17,100.75,82
18,98.23,82
19,95.15,77
20,92.8,76
21,90.45,73
22,88.14,73
23,86.8,71
24,84.52,71
25,82.88,68
26,81.87,63
27,81.09,63
28,81.16,63
29,80.26,63
30,77.91,62
31,77.95,60
32,76.26,60
33,74.05,60
34,71.76,60
35,70.4,59
36,70.48,59
37,69.87,59
38,69.68,59
39,69.4,58
40,68.45,58
41,67.65,56
42,67.89,53
43,67.86,53
44,66.41,50
45,64.56,50
46,63.37,50
47,63.04,50
48,61.74,50
49,62.13,50
50,61.0,47
51,60.32,46
52,59.69,45
53,58.48,45
54,58.93,45
55,58.39,45
56,57.17,45
57,56.92,40
58,56.0,40
59,55.94,40
60,54.75,40
61,53.75,39
62,51.63,39
63,51.53,39
64,50.29,38
65,49.51,36
66,48.7,36
67,48.36,36
68,46.87,35
69,46.71,35
70,45.82,35
71,45.23,33
72,44.99,33
73,44.83,33
74,45.14,33
75,43.0,32
76,42.9,32
77,42.5,31
78,42.02,31
79,41.84,31
80,41.17,29
81,40.68,29
82,40.53,29
83,39.77,29
84,39.43,28
85,39.23,28
86,38.95,28
87,38.7,28
88,37.99,28
89,37.79,28
90,37.75,28
91,37.53,28
92,37.84,28
93,37.72,27
94,37.62,27
95,38.13,27
96,37.3,27
97,37.06,27
98,36.39,26
99,36.28,26
100,36.43,26
101,36.86,26
102,37.37,26
103,37.16,26
104,37.14,19
105,36.39,19
106,36.84,19
107,36.14,19
108,34.81,19
109,33.86,19
110,32.89,19
111,32.29,19
112,31.05,19
113,30.48,19
114,29.3,19
115,29.24,19
116,29.19,19
117,29.02,19
118,29.42,19
119,29.54,19
120,29.93,19
121,29.73,19
122,30.57,19
123,30.34,19
124,30.41,18
125,30.23,18
126,29.22,18
127,29.08,18
128,29.45,18
129,28.88,18
130,29.0,18
131,28.21,18
132,28.8,18
133,29.57,18
134,28.41,18
135,28.02,18
136,28.19,18
137,28.31,18
138,28.48,18
139,28.67,18
140,28.01,18
141,28.49,18
142,28.07,18
143,28.13,18
144,28.24,18
145,27.72,18
146,28.13,18
147,28.4,18
148,27.72,18
149,27.22,17
150,27.74,17
151,27.37,16
152,27.71,16
153,27.54,16
154,27.84,16
155,27.98,16
156,28.79,16
157,28.03,16
158,28.25,16
159,28.2,16
160,28.45,16
161,27.55,16
162,26.99,16
163,26.54,16
164,26.26,16
165,26.31,16
166,26.76,16
167,26.23,16
168,26.18,16
169,26.55,16
170,26.75,16
171,26.4,16
172,25.58,16
173,25.58,16
174,25.77,16
175,26.35,16
176,26.31,16
177,26.98,16
178,26.94,16
179,27.54,16
180,27.32,16
181,27.3,16
182,26.65,16
183,27.29,16
184,27.33,16
185,26.62,16
186,26.87,16
187,26.78,16
188,26.1,16
189,26.5,16
190,26.45,16
191,26.82,16
192,27.67,16
193,28.07,16
194,27.43,16
195,27.27,16
196,27.35,16
197,27.14,16
198,27.6,16
199,27.21,16
200,27.64,15
201,27.33,15
202,27.07,15
203,26.97,15
204,26.82,15
205,27.03,15
206,26.44,15
207,25.52,15
208,25.65,15
209,26.28,15
210,25.82,15
211,25.61,15
212,25.12,15
213,25.16,15
214,25.39,15
215,25.02,14
216,25.7,14
217,25.62,14
218,24.96,14
219,25.55,14
220,25.86,14
221,26.45,14
222,26.18,14
223,25.97,14
224,24.86,14
225,24.58,14
226,25.05,14
227,25.07,14
228,24.97,14
229,25.14,14
230,25.18,14
231,25.16,14
232,24.15,14
233,24.8,14
234,25.32,14
235,24.74,14
236,24.5,14
237,24.67,14
238,24.81,14
239,25.6,14
240,25.39,13
241,25.15,13
242,25.61,13
243,25.77,13
244,25.4,13
245,24.79,13
246,24.77,13
247,25.47,13
248,25.51,13
249,26.13,13
250,25.43,13
251,25.41,13
252,25.16,13
253,25.4,13
254,25.37,13
255,25.14,13
256,24.63,13
257,25.21,13
258,24.41,13
259,24.73,12
260,23.67,12
261,23.51,12
262,23.32,12
263,23.31,12
264,23.53,12
265,24.19,12
266,23.72,12
267,22.99,12
268,22.55,12
269,22.02,12
270,22.27,12
271,21.56,12
272,21.84,12
273,22.19,12
274,22.18,12
275,22.72,12
276,23.07,12
277,23.38,12
278,24.27,12
279,24.12,12
280,25.03,12
281,24.89,12
282,25.85,12
283,24.99,12
284,25.17,12
285,25.33,12
286,24.34,12
287,24.01,12
288,23.29,12
289,22.93,12
290,22.58,12
291,23.33,12
292,23.65,12
293,23.02,12
294,22.72,12
295,23.37,12
296,23.1,12
297,22.79,12
298,22.8,12
299,22.47,12
300,22.88,12
301,22.2,12
302,22.0,12
303,22.54,12
304,22.82,11
305,22.74,11
306,22.66,11
307,22.43,11
308,22.13,11
309,21.72,11
310,20.83,11
311,21.45,11
312,21.47,11
313,21.94,11
314,22.72,11
315,22.4,11
316,22.65,11
317,22.79,11
318,21.95,11
319,22.03,11
320,22.15,11
321,21.8,11
322,22.69,11
323,22.79,11
324,22.15,11
325,22.64,11
326,23.52,11
327,23.65,11
328,24.04,11
329,24.5,11
330,23.97,11
331,23.19,11
332,22.49,11
333,22.29,11
334,22.54,11
335,23.38,11
336,22.6,11
337,23.27,11
338,22.91,11
339,23.17,11
340,22.31,11
341,22.11,11
342,22.05,11
343,22.0,11
344,22.66,11
345,23.1,11
346,23.2,11
347,22.89,11
348,22.49,11
349,22.3,11
350,22.48,11
351,22.69,11
352,21.98,11
353,22.14,11
354,21.7,10
355,21.42,10
356,21.61,9
357,21.51,9
358,21.58,9
359,21.95,9
360,22.22,9
361,22.13,9
362,21.86,9
363,21.38,9
364,20.76,9
365,20.76,9
366,21.05,9
367,20.91,8
368,20.34,8
369,21.27,8
370,20.91,8
371,20.63,8
372,20.97,8
373,20.51,8
374,19.84,8
375,19.91,8
376,20.22,8
377,20.03,8
378,20.9,8
379,20.69,8
380,20.55,8
381,20.28,8
382,20.14,8
383,20.08,8
