Figure: large_3
File Number: 11
Nodes: 300
Edges: 22472
Max Generations: 1000
Population Size: 100
Mutation Rate: 0.01
Colors Used: 177
Runtime: 20.81

Generation,Average Fitness,Best Fitness
0,125.08,100
1,122.8,97
2,119.65,97
3,117.5,96
4,116.12,92
5,114.57,92
6,114.14,92
7,114.04,92
8,112.59,92
9,111.32,87
10,108.15,87
11,105.32,83
12,103.06,83
13,98.67,81
14,97.35,81
15,96.2,79
16,95.08,79
17,94.2,73
18,93.61,73
19,91.11,72
20,88.43,71
21,85.22,71
22,83.07,71
23,81.87,68
24,79.46,68
25,77.9,62
26,76.29,62
27,75.13,62
28,73.13,60
29,72.5,60
30,70.82,58
31,69.19,58
32,67.94,56
33,66.11,56
34,65.04,56
35,64.21,55
36,63.93,52
37,62.39,52
38,61.45,51
39,59.86,51
40,59.26,50
41,59.35,50
42,58.48,49
43,58.26,49
44,56.53,49
45,55.72,47
46,54.95,47
47,55.28,45
48,54.84,45
49,55.22,45
50,55.16,45
51,55.34,45
52,54.12,41
53,54.06,41
54,52.72,41
55,51.72,40
56,50.51,40
57,50.0,40
58,50.07,40
59,49.42,40
60,48.62,38
61,47.61,38
62,47.67,38
63,47.03,37
64,46.92,37
65,45.93,36
66,44.76,36
67,44.45,36
68,44.76,36
69,45.17,35
70,44.99,35
71,44.92,35
72,44.45,35
73,43.92,35
74,44.32,35
75,44.13,35
76,43.7,34
77,43.17,33
78,42.06,32
79,42.14,31
80,41.84,31
81,41.93,31
82,42.63,31
83,42.04,29
84,42.34,29
85,42.02,29
86,41.49,29
87,41.57,29
88,41.28,29
89,41.75,28
90,41.29,28
91,40.52,26
92,40.04,26
93,39.0,26
94,38.96,26
95,37.98,26
96,37.11,26
97,36.4,26
98,35.99,26
99,34.78,26
100,34.35,26
101,34.5,26
102,34.35,26
103,34.59,26
104,34.8,26
105,34.34,26
106,34.55,25
107,34.34,25
108,35.1,25
109,34.1,25
110,33.36,22
111,33.41,22
112,33.21,22
113,33.76,22
114,32.68,22
115,32.4,22
116,31.88,22
117,31.09,20
118,29.75,20
119,29.16,19
120,29.09,19
121,28.36,17
122,28.53,17
123,27.19,17
124,26.92,17
125,26.69,17
126,26.27,17
127,26.88,17
128,27.21,16
129,26.92,16
130,26.76,16
131,26.05,16
132,26.2,16
133,26.38,16
134,26.32,16
135,26.21,16
136,25.67,16
137,24.6,16
138,24.26,16
139,23.46,16
140,24.09,16
