Figure: large_4
File Number: 7
Nodes: 300
Edges: 22520
Max Generations: 1000
Population Size: 100
Mutation Rate: 0.01
Colors Used: 173
Runtime: 20.20

Generation,Average Fitness,Best Fitness
0,130.48,106
1,126.35,106
2,125.14,105
3,123.73,98
4,122.52,97
5,119.46,94
6,115.88,94
7,114.43,94
8,113.04,93
9,111.73,93
10,111.31,93
11,109.14,88
12,104.37,81
13,101.55,81
14,99.53,81
15,98.16,81
16,96.91,81
17,94.83,79
18,94.05,79
19,92.83,79
20,92.52,79
21,91.01,77
22,89.44,76
23,89.28,76
24,87.86,75
25,86.64,69
26,83.14,69
27,82.17,68
28,79.71,68
29,77.36,61
30,76.13,61
31,74.88,61
32,73.86,59
33,72.8,59
34,71.0,57
35,69.73,57
36,67.72,57
37,66.01,54
38,65.1,53
39,63.99,52
40,63.07,51
41,62.3,51
42,60.87,51
43,61.18,51
44,60.43,51
45,59.4,48
46,58.98,48
47,58.51,46
48,57.34,44
49,57.06,44
50,56.22,44
51,54.86,44
52,54.32,44
53,53.71,41
54,52.57,40
55,51.63,40
56,50.96,40
57,50.55,40
58,49.71,38
59,49.17,38
60,48.91,37
61,48.9,37
62,47.81,37
63,47.04,37
64,45.77,37
65,45.59,36
66,45.24,36
67,44.5,36
68,44.59,35
69,44.31,35
70,44.08,35
71,44.59,34
72,44.35,34
73,43.24,34
74,42.94,34
75,42.44,34
76,42.51,33
77,42.29,33
78,41.47,33
79,41.43,33
80,41.46,32
81,41.38,32
82,41.17,31
83,40.45,31
84,39.85,31
85,39.7,31
86,40.04,30
87,40.24,29
88,39.96,29
89,38.82,29
90,38.44,28
91,37.59,26
92,36.46,26
93,35.99,26
94,35.94,26
95,35.31,26
96,35.86,26
97,35.72,25
98,35.46,25
99,34.48,25
100,34.09,25
101,33.34,24
102,33.2,24
103,32.96,24
104,32.99,23
105,32.02,23
106,31.75,23
107,32.1,23
108,31.71,23
109,32.15,23
110,31.87,23
111,32.41,23
112,32.18,21
113,31.77,21
114,31.14,21
115,31.68,21
116,31.32,21
117,30.46,21
118,30.87,21
119,30.69,21
120,29.96,21
121,29.79,21
122,29.19,21
123,29.31,20
124,29.36,20
125,29.64,19
126,28.89,19
127,28.68,19
128,28.46,19
129,28.56,19
130,28.87,19
131,28.96,19
132,29.42,19
133,29.43,19
134,28.93,19
135,28.66,19
136,27.87,19
137,28.7,19
138,28.09,19
139,27.41,19
140,27.89,19
141,28.06,19
142,27.64,19
143,27.8,18
144,27.51,18
145,26.37,17
146,26.1,17
147,26.35,17
148,25.69,17
149,26.04,16
150,26.41,16
151,26.61,16
152,27.18,16
153,27.39,16
154,27.29,16
155,25.9,16
