Figure: medium_4
File Number: 42
Nodes: 100
Edges: 2527
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 73
Runtime: 0.67

Generation,Average Fitness,Best Fitness
0,50.93333333333333,28
1,45.4,28
2,42.48,24
3,40.666666666666664,24
4,39.52,20
5,37.906666666666666,20
6,37.57333333333333,20
7,37.93333333333333,20
8,37.29333333333334,20
9,36.68,20
10,35.49333333333333,20
11,34.61333333333334,20
12,33.49333333333333,20
13,33.06666666666667,20
14,34.306666666666665,18
15,34.06666666666667,18
16,32.026666666666664,16
17,29.96,16
18,29.76,16
19,28.16,14
20,27.813333333333333,12
21,25.666666666666668,10
22,24.96,8
23,23.14666666666667,8
24,21.48,8
25,19.746666666666666,8
26,17.933333333333334,8
27,16.4,6
28,14.693333333333333,6
29,14.173333333333334,6
30,13.013333333333334,6
31,12.426666666666666,6
32,11.68,6
33,11.093333333333334,6
34,10.466666666666667,6
35,9.933333333333334,4
36,9.413333333333334,4
37,8.786666666666667,4
38,8.453333333333333,2
39,8.266666666666667,2
40,7.866666666666666,2
41,7.68,0
