Figure: medium_4
File Number: 94
Nodes: 100
Edges: 2527
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 73
Runtime: 0.46

Generation,Average Fitness,Best Fitness
0,50.06666666666667,26
1,46.56,26
2,43.96,22
3,42.6,20
4,41.4,20
5,40.026666666666664,20
6,39.52,20
7,37.693333333333335,18
8,36.70666666666666,14
9,35.61333333333334,12
10,32.77333333333333,10
11,31.106666666666666,10
12,29.373333333333335,10
13,28.053333333333335,10
14,25.12,10
15,22.666666666666668,10
16,19.88,10
17,18.24,6
18,16.72,6
19,14.813333333333333,4
20,13.013333333333334,4
21,12.066666666666666,4
22,11.706666666666667,4
23,10.573333333333334,4
24,9.466666666666667,2
25,8.693333333333333,2
26,8.48,2
27,7.693333333333333,2
28,7.36,0
