Figure: large_1
File Number: 68
Nodes: 300
Edges: 22601
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 212
Runtime: 18.92

Generation,Average Fitness,Best Fitness
0,148.82666666666665,106
1,143.12,102
2,139.77333333333334,98
3,136.6,98
4,134.10666666666665,88
5,132.45333333333335,88
6,131.02666666666667,88
7,127.70666666666666,88
8,124.34666666666666,86
9,120.33333333333333,86
10,116.72,86
11,113.77333333333333,86
12,110.68,82
13,107.12,82
14,102.41333333333333,80
15,98.46666666666667,66
16,95.56,66
17,91.30666666666667,64
18,87.92,64
19,86.01333333333334,58
20,83.04,58
21,78.65333333333334,58
22,77.66666666666667,58
23,76.2,54
24,74.36,54
25,71.96,48
26,70.49333333333334,48
27,68.52,48
28,66.73333333333333,48
29,66.12,42
30,64.61333333333333,42
31,63.24,42
32,61.733333333333334,42
33,58.81333333333333,42
34,58.42666666666667,40
35,57.21333333333333,40
36,55.986666666666665,40
37,55.21333333333333,40
38,54.693333333333335,40
39,54.13333333333333,36
40,53.013333333333335,34
41,51.42666666666667,32
42,50.946666666666665,32
43,48.68,32
44,46.77333333333333,32
45,45.373333333333335,30
46,45.17333333333333,30
47,44.64,30
48,44.306666666666665,30
49,43.733333333333334,30
50,43.6,30
51,42.64,18
52,43.18666666666667,18
53,42.64,18
54,41.49333333333333,18
55,40.88,18
56,40.14666666666667,18
57,37.653333333333336,18
58,37.18666666666667,18
59,36.61333333333334,18
60,35.4,16
61,34.973333333333336,16
62,33.86666666666667,16
63,33.16,16
64,32.61333333333334,16
65,31.626666666666665,16
66,30.85333333333333,16
67,29.493333333333332,16
68,29.013333333333332,16
69,28.186666666666667,10
70,27.44,10
71,26.85333333333333,10
72,26.36,10
73,25.48,10
74,24.986666666666668,10
75,24.493333333333332,10
76,22.56,10
77,21.6,10
78,21.2,10
79,21.546666666666667,8
80,20.64,8
81,20.586666666666666,8
82,20.12,8
83,19.56,8
84,19.466666666666665,8
85,19.213333333333335,8
86,18.973333333333333,8
87,19.30666666666667,8
88,19.84,8
89,19.16,8
90,19.88,8
91,20.173333333333332,8
92,19.68,8
93,20.173333333333332,8
94,19.4,6
95,19.84,6
96,20.266666666666666,6
97,20.186666666666667,6
98,19.653333333333332,6
99,19.72,6
100,19.546666666666667,4
101,18.2,4
102,18.493333333333332,4
103,18.12,4
104,18.333333333333332,4
105,18.453333333333333,4
106,17.626666666666665,4
107,17.613333333333333,4
108,17.826666666666668,4
109,17.52,4
110,17.733333333333334,4
111,17.56,4
112,16.88,4
113,16.466666666666665,4
114,16.52,4
115,15.973333333333333,2
116,16.12,2
117,17.013333333333332,2
118,17.573333333333334,2
119,17.546666666666667,2
120,17.893333333333334,2
121,18.026666666666667,2
122,16.786666666666665,2
123,16.813333333333333,2
124,17.453333333333333,2
125,16.32,2
126,16.08,2
127,16.333333333333332,2
128,15.48,2
129,15.493333333333334,2
130,15.453333333333333,2
131,15.106666666666667,2
132,14.76,2
133,15.533333333333333,2
134,15.533333333333333,2
135,15.28,2
136,15.4,2
137,15.826666666666666,2
138,15.613333333333333,2
139,16.253333333333334,2
140,16.186666666666667,2
141,16.253333333333334,2
142,16.14666666666667,2
143,16.0,2
144,15.56,2
145,15.386666666666667,2
146,15.146666666666667,2
147,15.32,2
148,15.106666666666667,2
149,15.386666666666667,2
150,15.746666666666666,2
151,16.28,2
152,15.84,2
153,14.946666666666667,2
154,14.706666666666667,2
155,15.053333333333333,2
156,14.44,0
