Figure: medium_2
File Number: 60
Nodes: 100
Edges: 2467
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 75
Runtime: 0.49

Generation,Average Fitness,Best Fitness
0,48.373333333333335,22
1,43.45333333333333,18
2,41.24,18
3,39.49333333333333,16
4,38.013333333333335,16
5,36.13333333333333,16
6,36.57333333333333,16
7,36.10666666666667,16
8,35.2,16
9,33.76,14
10,32.70666666666666,14
11,31.85333333333333,12
12,31.28,12
13,30.066666666666666,12
14,29.293333333333333,12
15,28.813333333333333,10
16,27.066666666666666,10
17,26.493333333333332,10
18,25.12,10
19,24.346666666666668,8
20,22.626666666666665,6
21,21.04,6
22,19.733333333333334,6
23,18.133333333333333,6
24,16.533333333333335,6
25,14.626666666666667,6
26,12.733333333333333,4
27,11.906666666666666,4
28,10.826666666666666,4
29,9.813333333333333,4
30,9.053333333333333,0
