Figure: medium_1
File Number: 4
Nodes: 100
Edges: 2506
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 21
Runtime: 111.86

Generation,Average Fitness,Best Fitness
0,241.41333333333333,184
1,232.61333333333334,180
2,226.38666666666666,174
3,220.05333333333334,158
4,220.46666666666667,158
5,216.18666666666667,158
6,216.57333333333332,158
7,210.97333333333333,158
8,207.22666666666666,158
9,204.32,158
10,201.77333333333334,158
11,200.50666666666666,158
12,200.42666666666668,158
13,196.54666666666665,158
14,193.85333333333332,158
15,192.93333333333334,158
16,190.10666666666665,154
17,188.30666666666667,152
18,186.57333333333332,152
19,185.45333333333335,152
20,181.89333333333335,152
21,178.34666666666666,152
22,177.08,152
23,176.70666666666668,148
24,171.81333333333333,144
25,169.13333333333333,142
26,165.77333333333334,142
27,162.46666666666667,138
28,159.2,134
29,155.90666666666667,128
30,154.64,128
31,150.86666666666667,126
32,148.22666666666666,126
33,146.0,126
34,144.68,122
35,140.66666666666666,122
36,139.38666666666666,122
37,136.97333333333333,120
38,135.34666666666666,116
39,134.18666666666667,116
40,131.82666666666665,108
41,129.73333333333332,102
42,129.22666666666666,102
43,127.17333333333333,102
44,124.90666666666667,102
45,122.62666666666667,102
46,120.84,102
47,119.12,96
48,116.78666666666666,96
49,116.70666666666666,94
50,115.22666666666667,92
51,113.8,92
52,111.85333333333334,92
53,111.52,92
54,110.61333333333333,92
55,110.53333333333333,92
56,108.01333333333334,90
57,107.16,90
58,105.37333333333333,88
59,106.22666666666667,88
60,103.56,88
61,104.86666666666666,86
62,104.37333333333333,82
63,103.82666666666667,82
64,102.64,80
65,102.09333333333333,80
66,99.69333333333333,78
67,98.01333333333334,78
68,97.32,78
69,94.93333333333334,74
70,94.26666666666667,74
71,92.54666666666667,74
72,90.89333333333333,74
73,91.13333333333334,72
74,89.8,72
75,88.26666666666667,72
76,88.6,72
77,87.65333333333334,66
78,86.90666666666667,66
79,85.4,66
80,84.78666666666666,66
81,83.97333333333333,64
82,82.08,64
83,80.62666666666667,64
84,79.62666666666667,62
85,79.26666666666667,62
86,78.98666666666666,60
87,78.34666666666666,60
88,76.32,58
89,75.76,58
90,75.41333333333333,58
91,74.50666666666666,58
92,74.25333333333333,58
93,73.76,58
94,71.8,58
95,71.72,58
96,71.57333333333334,58
97,72.28,58
98,72.22666666666667,54
99,72.50666666666666,54
100,71.76,54
101,70.92,54
102,70.48,54
103,69.76,54
104,69.44,52
105,69.30666666666667,52
106,68.69333333333333,52
107,68.09333333333333,52
108,67.13333333333334,48
109,66.41333333333333,48
110,65.78666666666666,48
111,65.08,46
112,63.46666666666667,46
113,61.86666666666667,46
114,62.0,44
115,60.17333333333333,44
116,60.06666666666667,44
117,59.50666666666667,44
118,58.48,42
119,57.53333333333333,42
120,58.06666666666667,42
121,58.24,42
122,56.733333333333334,42
123,57.42666666666667,42
124,55.84,38
125,55.36,38
126,53.68,38
127,54.346666666666664,38
128,53.88,38
129,54.093333333333334,38
130,54.92,38
131,53.093333333333334,38
132,52.48,36
133,51.57333333333333,36
134,50.84,34
135,50.346666666666664,34
136,50.14666666666667,34
137,48.733333333333334,34
138,48.22666666666667,34
139,47.74666666666667,34
140,47.61333333333334,34
141,46.48,34
142,46.06666666666667,34
143,45.50666666666667,30
144,45.346666666666664,30
145,46.70666666666666,30
146,46.81333333333333,30
147,47.10666666666667,30
148,46.973333333333336,30
149,46.08,30
150,45.38666666666666,30
151,46.57333333333333,30
152,45.413333333333334,30
153,43.72,30
154,43.70666666666666,30
155,42.946666666666665,26
156,42.70666666666666,26
157,43.13333333333333,26
158,42.04,26
159,41.81333333333333,24
160,41.77333333333333,24
161,40.49333333333333,24
162,40.48,24
163,40.333333333333336,24
164,41.06666666666667,24
165,39.85333333333333,24
166,38.68,24
167,38.76,24
168,38.04,24
169,37.52,22
170,36.8,22
171,35.38666666666666,22
172,34.76,22
173,35.49333333333333,22
174,35.92,22
175,35.0,22
176,34.92,20
177,35.16,20
178,35.666666666666664,20
179,35.36,20
180,36.093333333333334,20
181,35.93333333333333,20
182,35.906666666666666,20
183,35.08,20
184,34.84,20
185,33.86666666666667,20
186,35.18666666666667,20
187,36.18666666666667,20
188,35.57333333333333,20
189,34.906666666666666,20
190,34.6,20
191,34.013333333333335,20
192,33.36,20
193,33.44,20
194,32.68,20
195,33.85333333333333,20
196,34.266666666666666,18
197,35.053333333333335,18
198,34.74666666666667,18
199,34.973333333333336,18
200,34.36,18
201,33.586666666666666,18
202,34.08,18
203,34.06666666666667,18
204,33.45333333333333,18
205,33.06666666666667,18
206,32.85333333333333,18
207,32.72,18
208,33.70666666666666,18
209,32.76,16
