Figure: medium_5
File Number: 17
Nodes: 100
Edges: 2527
Max Generations: 2000
Population Size: 150
Mutation Rate: 0.01
Colors Used: 72
Runtime: 0.42

Generation,Average Fitness,Best Fitness
0,49.42666666666667,28
1,45.54666666666667,24
2,43.70666666666666,18
3,43.08,18
4,41.626666666666665,16
5,41.013333333333335,16
6,38.96,16
7,37.666666666666664,16
8,35.42666666666667,14
9,33.42666666666667,12
10,30.48,12
11,27.253333333333334,10
12,24.68,10
13,22.36,10
14,20.026666666666667,8
15,18.186666666666667,6
16,17.213333333333335,2
17,16.066666666666666,2
18,14.84,2
19,13.813333333333333,2
20,11.853333333333333,2
21,10.733333333333333,2
22,9.52,2
23,9.52,2
24,9.48,2
25,8.88,0
